timestamp,location,vehicle_count,average_speed_kmph,traffic_condition,weather
2026-01-24 22:52:00,SPM Nagar,166,16.07,Moderate,Clear
2026-01-24 23:02:00,Batlagundu Road,171,49.97,Free Flow,Clear
2026-01-24 23:14:00,Oddanchatram Road,161,57.82,Moderate,Clear
2026-01-24 23:25:00,Nagalk Nagar,92,43.25,Moderate,Rainy
2026-01-24 23:39:00,Oddanchatram Road,169,55.87,Heavy,Clear
2026-01-24 23:46:00,Trichy Road,29,61.94,Jam,Clear
2026-01-24 23:53:00,Dindigul Bus Stand,27,30.23,Moderate,Rainy
2026-01-25 00:00:00,Palani Road,177,23.96,Heavy,Clear
2026-01-25 00:02:00,Begampur,156,67.17,Moderate,Cloudy
2026-01-25 00:17:00,SPM Nagar,178,44.75,Free Flow,Cloudy
2026-01-25 00:20:00,Trichy Road,104,57.56,Heavy,Clear
2026-01-25 00:27:00,SPM Nagar,62,33.56,Moderate,Rainy
2026-01-25 00:47:00,Natham Road,148,39.5,Jam,Rainy
2026-01-25 00:47:00,SPM Nagar,78,32.01,Heavy,Rainy
2026-01-25 01:08:00,Palani Road,119,31.79,Moderate,Cloudy
2026-01-25 01:14:00,Nagalk Nagar,44,35.16,Free Flow,Clear
2026-01-25 01:24:00,Nagalk Nagar,28,51.67,Moderate,Clear
2026-01-25 01:30:00,Trichy Road,197,43.79,Jam,Cloudy
2026-01-25 01:38:00,SPM Nagar,63,37.42,Free Flow,Rainy
2026-01-25 01:46:00,RM Colony,125,54.15,Heavy,Cloudy
2026-01-25 02:09:00,Oddanchatram Road,19,59.46,Heavy,Clear
2026-01-25 02:15:00,Batlagundu Road,49,44.35,Jam,Rainy
2026-01-25 02:24:00,Palani Road,191,58.22,Heavy,Rainy
2026-01-25 02:28:00,Begampur,79,53.85,Jam,Clear
2026-01-25 02:36:00,Palani Road,144,23.2,Heavy,Rainy
2026-01-25 02:43:00,SPM Nagar,160,47.05,Jam,Clear
2026-01-25 02:43:00,Begampur,138,58.76,Moderate,Cloudy
2026-01-25 02:46:00,Dindigul Bus Stand,167,42.0,Jam,Cloudy
2026-01-25 02:49:00,RM Colony,23,41.07,Moderate,Clear
2026-01-25 02:54:00,Oddanchatram Road,123,59.12,Jam,Clear
2026-01-25 02:56:00,Begampur,63,55.59,Jam,Rainy
2026-01-25 03:10:00,Batlagundu Road,176,48.53,Heavy,Cloudy
2026-01-25 03:21:00,Oddanchatram Road,84,55.69,Moderate,Cloudy
2026-01-25 03:29:00,RM Colony,76,49.16,Free Flow,Clear
2026-01-25 03:54:00,Batlagundu Road,156,31.79,Free Flow,Rainy
2026-01-25 04:16:00,RM Colony,106,39.29,Jam,Clear
2026-01-25 04:29:00,Natham Road,39,65.94,Moderate,Rainy
2026-01-25 04:41:00,SPM Nagar,67,33.82,Free Flow,Clear
2026-01-25 04:51:00,Dindigul Bus Stand,155,64.22,Heavy,Rainy
2026-01-25 04:56:00,Batlagundu Road,45,62.99,Free Flow,Cloudy
2026-01-25 04:58:00,Natham Road,42,47.34,Free Flow,Rainy
2026-01-25 05:08:00,Dindigul Bus Stand,180,61.69,Moderate,Rainy
2026-01-25 05:12:00,Trichy Road,93,56.45,Moderate,Cloudy
2026-01-25 05:14:00,Natham Road,61,40.58,Heavy,Rainy
2026-01-25 05:18:00,Nagalk Nagar,76,26.97,Moderate,Clear
2026-01-25 05:21:00,Nagalk Nagar,43,27.1,Heavy,Rainy
2026-01-25 05:24:00,Begampur,114,59.7,Heavy,Cloudy
2026-01-25 05:45:00,Palani Road,184,32.91,Heavy,Rainy
2026-01-25 05:57:00,RM Colony,98,50.09,Free Flow,Cloudy
2026-01-25 05:59:00,Nagalk Nagar,44,28.36,Free Flow,Cloudy
2026-01-25 06:03:00,Trichy Road,92,62.71,Heavy,Cloudy
2026-01-25 06:08:00,RM Colony,199,64.39,Free Flow,Clear
2026-01-25 06:13:00,Palani Road,185,67.71,Free Flow,Clear
2026-01-25 06:20:00,Palani Road,152,49.14,Heavy,Rainy
2026-01-25 06:21:00,Trichy Road,160,50.61,Heavy,Cloudy
2026-01-25 06:23:00,Oddanchatram Road,97,58.55,Moderate,Clear
2026-01-25 06:24:00,Natham Road,54,59.95,Jam,Cloudy
2026-01-25 06:31:00,Trichy Road,95,66.31,Moderate,Cloudy
2026-01-25 06:46:00,Nagalk Nagar,175,19.85,Moderate,Rainy
2026-01-25 06:46:00,RM Colony,172,63.08,Moderate,Cloudy
2026-01-25 06:48:00,SPM Nagar,80,61.05,Heavy,Cloudy
2026-01-25 06:50:00,Batlagundu Road,57,55.35,Free Flow,Clear
2026-01-25 07:04:00,Batlagundu Road,11,23.78,Moderate,Cloudy
2026-01-25 07:04:00,RM Colony,130,35.7,Moderate,Cloudy
2026-01-25 07:19:00,SPM Nagar,88,66.82,Heavy,Cloudy
2026-01-25 07:27:00,Nagalk Nagar,46,22.13,Free Flow,Cloudy
2026-01-25 07:29:00,Begampur,184,62.52,Free Flow,Rainy
2026-01-25 07:33:00,RM Colony,185,64.38,Moderate,Rainy
2026-01-25 07:37:00,Begampur,79,45.58,Heavy,Cloudy
2026-01-25 07:41:00,Trichy Road,153,62.52,Heavy,Cloudy
2026-01-25 07:45:00,Natham Road,182,38.53,Jam,Cloudy
2026-01-25 07:56:00,Oddanchatram Road,19,36.6,Free Flow,Clear
2026-01-25 08:05:00,Nagalk Nagar,47,58.79,Moderate,Cloudy
2026-01-25 08:20:00,Begampur,91,59.54,Jam,Clear
2026-01-25 08:28:00,Palani Road,16,21.06,Jam,Cloudy
2026-01-25 08:30:00,Nagalk Nagar,88,22.33,Moderate,Rainy
2026-01-25 08:34:00,Begampur,102,63.96,Moderate,Clear
2026-01-25 08:47:00,Dindigul Bus Stand,63,23.71,Heavy,Clear
2026-01-25 08:54:00,Nagalk Nagar,72,57.27,Moderate,Cloudy
2026-01-25 08:56:00,Palani Road,109,66.17,Free Flow,Cloudy
2026-01-25 08:56:00,Trichy Road,169,61.55,Heavy,Cloudy
2026-01-25 08:58:00,Palani Road,170,18.68,Free Flow,Clear
2026-01-25 09:23:00,Trichy Road,76,24.12,Heavy,Clear
2026-01-25 09:27:00,Natham Road,48,56.39,Moderate,Cloudy
2026-01-25 09:33:00,Dindigul Bus Stand,125,22.95,Heavy,Cloudy
2026-01-25 09:51:00,Natham Road,184,43.18,Moderate,Cloudy
2026-01-25 10:01:00,SPM Nagar,130,47.1,Free Flow,Cloudy
2026-01-25 10:16:00,Natham Road,12,18.52,Jam,Cloudy
2026-01-25 10:26:00,Palani Road,161,43.41,Heavy,Rainy
2026-01-25 10:42:00,SPM Nagar,28,23.38,Jam,Clear
2026-01-25 10:45:00,Natham Road,29,21.79,Free Flow,Clear
2026-01-25 10:49:00,Natham Road,32,43.06,Moderate,Rainy
2026-01-25 11:01:00,SPM Nagar,142,35.02,Heavy,Rainy
2026-01-25 11:05:00,Begampur,179,35.97,Heavy,Clear
2026-01-25 11:18:00,Trichy Road,185,35.44,Heavy,Clear
2026-01-25 11:24:00,Trichy Road,139,64.96,Jam,Cloudy
2026-01-25 11:37:00,Dindigul Bus Stand,90,39.22,Jam,Cloudy
2026-01-25 11:53:00,SPM Nagar,195,55.77,Heavy,Clear
2026-01-25 12:21:00,RM Colony,128,51.62,Free Flow,Cloudy
2026-01-25 12:22:00,SPM Nagar,153,34.38,Free Flow,Rainy
2026-01-25 12:26:00,SPM Nagar,35,36.6,Moderate,Clear
2026-01-25 12:27:00,SPM Nagar,45,18.7,Moderate,Cloudy
2026-01-25 12:35:00,Natham Road,39,35.0,Jam,Cloudy
2026-01-25 12:40:00,Trichy Road,165,48.29,Jam,Rainy
2026-01-25 12:57:00,Palani Road,105,24.75,Jam,Cloudy
2026-01-25 13:13:00,Trichy Road,130,38.17,Jam,Rainy
2026-01-25 13:16:00,Natham Road,18,21.12,Jam,Cloudy
2026-01-25 13:20:00,Nagalk Nagar,151,18.64,Jam,Cloudy
2026-01-25 13:24:00,Palani Road,177,32.83,Heavy,Cloudy
2026-01-25 13:36:00,Begampur,95,23.01,Jam,Clear
2026-01-25 13:42:00,Dindigul Bus Stand,72,52.1,Jam,Cloudy
2026-01-25 14:06:00,Oddanchatram Road,192,55.14,Moderate,Clear
2026-01-25 14:08:00,Natham Road,67,53.9,Heavy,Cloudy
2026-01-25 14:14:00,SPM Nagar,67,38.73,Free Flow,Rainy
2026-01-25 14:16:00,Dindigul Bus Stand,129,34.71,Heavy,Rainy
2026-01-25 14:33:00,Trichy Road,99,65.61,Moderate,Clear
2026-01-25 14:38:00,Palani Road,145,50.62,Jam,Clear
2026-01-25 14:39:00,Trichy Road,112,34.03,Moderate,Rainy
2026-01-25 14:41:00,Natham Road,112,40.26,Heavy,Cloudy
2026-01-25 14:43:00,RM Colony,20,48.22,Jam,Clear
2026-01-25 14:46:00,Begampur,173,40.0,Jam,Clear
2026-01-25 14:53:00,Nagalk Nagar,174,61.45,Free Flow,Cloudy
2026-01-25 14:56:00,Trichy Road,193,49.83,Free Flow,Cloudy
2026-01-25 14:57:00,Natham Road,135,53.33,Heavy,Clear
2026-01-25 15:21:00,Batlagundu Road,165,48.17,Moderate,Cloudy
2026-01-25 15:21:00,Natham Road,116,56.32,Moderate,Clear
2026-01-25 15:28:00,Oddanchatram Road,175,66.22,Heavy,Cloudy
2026-01-25 15:33:00,Nagalk Nagar,139,57.57,Moderate,Cloudy
2026-01-25 15:41:00,Oddanchatram Road,119,26.01,Jam,Rainy
2026-01-25 15:41:00,Batlagundu Road,118,55.71,Heavy,Rainy
2026-01-25 15:43:00,RM Colony,127,16.19,Heavy,Clear
2026-01-25 15:50:00,Natham Road,74,41.91,Moderate,Clear
2026-01-25 15:58:00,Begampur,23,42.47,Jam,Clear
2026-01-25 16:03:00,Nagalk Nagar,32,53.19,Heavy,Cloudy
2026-01-25 16:07:00,Dindigul Bus Stand,180,15.31,Jam,Cloudy
2026-01-25 16:12:00,Oddanchatram Road,140,51.58,Free Flow,Clear
2026-01-25 16:22:00,SPM Nagar,193,22.29,Heavy,Clear
2026-01-25 16:44:00,Oddanchatram Road,11,53.63,Heavy,Cloudy
2026-01-25 17:01:00,Batlagundu Road,71,23.35,Free Flow,Clear
2026-01-25 17:02:00,Dindigul Bus Stand,94,42.05,Moderate,Clear
2026-01-25 17:38:00,Batlagundu Road,19,60.85,Jam,Cloudy
2026-01-25 17:47:00,Nagalk Nagar,87,42.58,Jam,Clear
2026-01-25 18:03:00,Begampur,119,63.84,Heavy,Rainy
2026-01-25 18:33:00,Oddanchatram Road,57,55.91,Jam,Clear
2026-01-25 18:44:00,Batlagundu Road,149,17.6,Jam,Rainy
2026-01-25 19:16:00,Dindigul Bus Stand,127,56.56,Moderate,Rainy
2026-01-25 19:31:00,Batlagundu Road,106,22.13,Moderate,Rainy
2026-01-25 19:38:00,Nagalk Nagar,185,56.42,Jam,Clear
2026-01-25 19:42:00,Trichy Road,11,48.87,Jam,Clear
2026-01-25 19:45:00,Dindigul Bus Stand,152,65.97,Free Flow,Clear
2026-01-25 19:45:00,Batlagundu Road,76,21.44,Jam,Cloudy
2026-01-25 19:57:00,SPM Nagar,123,49.68,Jam,Clear
2026-01-25 19:57:00,Dindigul Bus Stand,71,60.06,Moderate,Cloudy
2026-01-25 20:05:00,SPM Nagar,148,64.3,Free Flow,Rainy
2026-01-25 20:16:00,Begampur,35,48.19,Moderate,Clear
2026-01-25 20:22:00,Natham Road,49,23.04,Jam,Clear
2026-01-25 20:40:00,SPM Nagar,51,58.73,Heavy,Rainy
2026-01-25 20:46:00,Dindigul Bus Stand,186,37.17,Free Flow,Rainy
2026-01-25 20:47:00,Trichy Road,137,22.36,Free Flow,Rainy
2026-01-25 20:48:00,Oddanchatram Road,21,44.59,Jam,Cloudy
2026-01-25 20:53:00,RM Colony,20,22.08,Free Flow,Cloudy
2026-01-25 20:54:00,Dindigul Bus Stand,134,49.6,Jam,Rainy
2026-01-25 20:55:00,Begampur,136,64.73,Moderate,Rainy
2026-01-25 20:56:00,Batlagundu Road,121,63.57,Moderate,Clear
2026-01-25 21:08:00,Palani Road,187,62.35,Heavy,Cloudy
2026-01-25 21:09:00,Batlagundu Road,168,61.4,Moderate,Clear
2026-01-25 21:12:00,Batlagundu Road,85,68.07,Moderate,Clear
2026-01-25 21:28:00,Nagalk Nagar,167,29.06,Free Flow,Rainy
2026-01-25 21:36:00,RM Colony,105,46.71,Free Flow,Clear
2026-01-25 21:36:00,Dindigul Bus Stand,171,33.91,Jam,Cloudy
2026-01-25 21:52:00,Dindigul Bus Stand,72,59.29,Free Flow,Cloudy
2026-01-25 22:04:00,SPM Nagar,146,30.73,Jam,Clear
2026-01-25 22:08:00,Dindigul Bus Stand,51,42.93,Jam,Rainy
2026-01-25 22:25:00,Dindigul Bus Stand,104,36.95,Free Flow,Rainy
2026-01-25 22:26:00,RM Colony,49,48.5,Heavy,Rainy
2026-01-25 22:29:00,Palani Road,115,18.88,Moderate,Rainy
2026-01-25 22:30:00,Begampur,56,61.17,Heavy,Clear
2026-01-25 22:37:00,Batlagundu Road,189,43.58,Moderate,Clear
2026-01-25 22:51:00,Trichy Road,39,66.78,Moderate,Cloudy
2026-01-25 23:02:00,Batlagundu Road,142,45.2,Jam,Clear
2026-01-25 23:11:00,Trichy Road,99,55.26,Heavy,Rainy
2026-01-25 23:12:00,Nagalk Nagar,51,34.42,Jam,Rainy
2026-01-25 23:17:00,Nagalk Nagar,125,53.55,Moderate,Cloudy
2026-01-25 23:22:00,Nagalk Nagar,79,42.58,Moderate,Rainy
2026-01-25 23:57:00,Dindigul Bus Stand,25,52.64,Heavy,Clear
2026-01-25 23:59:00,Trichy Road,67,55.26,Free Flow,Rainy
2026-01-26 00:03:00,RM Colony,33,33.68,Free Flow,Clear
2026-01-26 00:32:00,Dindigul Bus Stand,62,51.92,Moderate,Clear
2026-01-26 00:35:00,Begampur,27,52.6,Heavy,Clear
2026-01-26 00:42:00,Dindigul Bus Stand,38,48.27,Moderate,Clear
2026-01-26 01:30:00,Dindigul Bus Stand,32,52.48,Jam,Clear
2026-01-26 01:36:00,Trichy Road,38,52.83,Heavy,Rainy
2026-01-26 01:39:00,Natham Road,72,62.2,Jam,Clear
2026-01-26 01:56:00,SPM Nagar,88,33.97,Moderate,Rainy
2026-01-26 02:03:00,Batlagundu Road,101,18.58,Jam,Rainy
2026-01-26 02:12:00,SPM Nagar,55,21.32,Moderate,Rainy
2026-01-26 02:51:00,Trichy Road,195,29.34,Free Flow,Rainy
2026-01-26 02:56:00,Batlagundu Road,56,42.31,Jam,Clear
2026-01-26 03:01:00,Begampur,23,31.25,Free Flow,Rainy
2026-01-26 03:23:00,Oddanchatram Road,94,24.24,Heavy,Rainy
2026-01-26 03:33:00,RM Colony,107,49.6,Heavy,Cloudy
2026-01-26 03:40:00,SPM Nagar,125,52.06,Heavy,Clear
2026-01-26 03:54:00,Begampur,19,47.71,Moderate,Rainy
2026-01-26 03:59:00,RM Colony,192,40.87,Heavy,Rainy
2026-01-26 04:12:00,Batlagundu Road,175,17.56,Jam,Cloudy
2026-01-26 04:20:00,Nagalk Nagar,113,28.46,Moderate,Cloudy
2026-01-26 04:21:00,RM Colony,62,27.53,Free Flow,Clear
2026-01-26 04:59:00,Dindigul Bus Stand,191,67.84,Free Flow,Cloudy
2026-01-26 05:15:00,Batlagundu Road,20,35.52,Moderate,Rainy
2026-01-26 05:47:00,Trichy Road,31,18.23,Jam,Clear
2026-01-26 05:51:00,Batlagundu Road,189,20.82,Moderate,Rainy
2026-01-26 05:55:00,SPM Nagar,199,57.5,Jam,Clear
2026-01-26 06:02:00,Natham Road,52,30.49,Jam,Clear
2026-01-26 06:11:00,Natham Road,117,51.66,Free Flow,Clear
2026-01-26 06:23:00,Dindigul Bus Stand,113,22.22,Free Flow,Cloudy
2026-01-26 06:24:00,RM Colony,129,40.64,Jam,Cloudy
2026-01-26 06:26:00,RM Colony,163,45.05,Moderate,Rainy
2026-01-26 06:50:00,Trichy Road,154,39.8,Free Flow,Cloudy
2026-01-26 06:51:00,Palani Road,168,45.93,Moderate,Cloudy
2026-01-26 07:01:00,Batlagundu Road,52,15.25,Heavy,Cloudy
2026-01-26 07:04:00,Oddanchatram Road,37,54.66,Free Flow,Rainy
2026-01-26 07:06:00,Dindigul Bus Stand,87,61.58,Jam,Clear
2026-01-26 07:17:00,Begampur,151,31.44,Moderate,Cloudy
2026-01-26 07:25:00,SPM Nagar,193,51.55,Heavy,Clear
2026-01-26 07:30:00,SPM Nagar,35,21.52,Heavy,Rainy
2026-01-26 07:35:00,Nagalk Nagar,117,26.07,Jam,Cloudy
2026-01-26 07:58:00,Dindigul Bus Stand,104,42.17,Heavy,Rainy
2026-01-26 08:12:00,Nagalk Nagar,168,67.09,Heavy,Rainy
2026-01-26 08:14:00,Natham Road,61,29.63,Heavy,Rainy
2026-01-26 08:16:00,Begampur,137,32.73,Moderate,Cloudy
2026-01-26 08:40:00,Palani Road,114,22.67,Heavy,Clear
2026-01-26 08:45:00,Trichy Road,147,23.5,Moderate,Cloudy
2026-01-26 08:54:00,Oddanchatram Road,11,46.41,Jam,Cloudy
2026-01-26 08:54:00,SPM Nagar,196,67.28,Moderate,Rainy
2026-01-26 08:55:00,Nagalk Nagar,145,49.39,Free Flow,Rainy
2026-01-26 08:59:00,SPM Nagar,131,31.08,Jam,Rainy
2026-01-26 09:07:00,Natham Road,90,32.6,Free Flow,Cloudy
2026-01-26 09:22:00,Trichy Road,131,57.05,Moderate,Cloudy
2026-01-26 09:29:00,Trichy Road,171,27.03,Free Flow,Rainy
2026-01-26 09:30:00,Begampur,73,59.76,Heavy,Cloudy
2026-01-26 09:33:00,SPM Nagar,156,69.74,Free Flow,Rainy
2026-01-26 09:43:00,RM Colony,82,23.79,Moderate,Clear
2026-01-26 09:48:00,Dindigul Bus Stand,198,49.01,Moderate,Cloudy
2026-01-26 10:00:00,Begampur,109,31.13,Jam,Rainy
2026-01-26 10:08:00,RM Colony,106,39.11,Free Flow,Rainy
2026-01-26 10:18:00,Palani Road,120,48.34,Heavy,Cloudy
2026-01-26 10:31:00,Palani Road,88,42.67,Heavy,Clear
2026-01-26 10:36:00,Natham Road,170,24.11,Jam,Cloudy
2026-01-26 11:01:00,Begampur,44,40.99,Heavy,Clear
2026-01-26 11:04:00,Oddanchatram Road,159,44.55,Free Flow,Cloudy
2026-01-26 11:10:00,Begampur,33,22.36,Jam,Rainy
2026-01-26 11:15:00,Batlagundu Road,158,47.69,Heavy,Clear
2026-01-26 11:22:00,Nagalk Nagar,99,54.13,Heavy,Cloudy
2026-01-26 11:35:00,Palani Road,184,48.22,Moderate,Rainy
2026-01-26 11:37:00,Natham Road,24,62.41,Heavy,Rainy
2026-01-26 12:16:00,Batlagundu Road,130,67.06,Free Flow,Cloudy
2026-01-26 12:17:00,Trichy Road,175,65.1,Jam,Clear
2026-01-26 12:18:00,Nagalk Nagar,88,44.92,Heavy,Cloudy
2026-01-26 12:31:00,Begampur,18,49.48,Jam,Rainy
2026-01-26 12:34:00,Palani Road,160,67.22,Moderate,Clear
2026-01-26 12:40:00,Oddanchatram Road,31,24.29,Jam,Cloudy
2026-01-26 12:43:00,Oddanchatram Road,38,61.02,Jam,Cloudy
2026-01-26 13:07:00,Trichy Road,48,57.87,Jam,Rainy
2026-01-26 13:08:00,Dindigul Bus Stand,85,45.15,Jam,Rainy
2026-01-26 13:13:00,Natham Road,48,47.66,Jam,Rainy
2026-01-26 13:37:00,Batlagundu Road,141,51.32,Heavy,Rainy
2026-01-26 14:04:00,Begampur,102,30.71,Heavy,Rainy
2026-01-26 14:10:00,Palani Road,84,53.46,Free Flow,Rainy
2026-01-26 14:18:00,Batlagundu Road,16,25.23,Free Flow,Clear
2026-01-26 14:24:00,Palani Road,146,43.2,Free Flow,Clear
2026-01-26 14:32:00,Batlagundu Road,160,28.06,Heavy,Rainy
2026-01-26 14:37:00,Begampur,75,60.03,Free Flow,Cloudy
2026-01-26 14:47:00,Trichy Road,165,29.31,Heavy,Cloudy
2026-01-26 14:53:00,Oddanchatram Road,182,60.38,Jam,Rainy
2026-01-26 14:59:00,SPM Nagar,112,62.06,Moderate,Cloudy
2026-01-26 15:01:00,Palani Road,172,21.14,Free Flow,Rainy
2026-01-26 15:11:00,Natham Road,48,41.31,Heavy,Clear
2026-01-26 15:16:00,Nagalk Nagar,62,34.84,Jam,Rainy
2026-01-26 15:20:00,Begampur,93,37.53,Jam,Rainy
2026-01-26 15:24:00,Nagalk Nagar,81,30.95,Heavy,Cloudy
2026-01-26 16:00:00,RM Colony,89,25.06,Free Flow,Cloudy
2026-01-26 16:21:00,Dindigul Bus Stand,121,42.06,Heavy,Rainy
2026-01-26 16:23:00,Batlagundu Road,16,41.58,Jam,Rainy
2026-01-26 16:31:00,Batlagundu Road,80,45.6,Heavy,Cloudy
2026-01-26 16:35:00,Palani Road,103,37.56,Jam,Clear
2026-01-26 16:58:00,SPM Nagar,189,51.31,Jam,Cloudy
2026-01-26 17:06:00,Oddanchatram Road,160,25.51,Moderate,Cloudy
2026-01-26 17:20:00,Batlagundu Road,53,15.85,Heavy,Cloudy
2026-01-26 17:32:00,Batlagundu Road,119,49.49,Jam,Clear
2026-01-26 17:43:00,Natham Road,135,26.75,Jam,Cloudy
2026-01-26 17:52:00,Dindigul Bus Stand,153,46.34,Heavy,Rainy
2026-01-26 17:53:00,Batlagundu Road,64,48.08,Moderate,Rainy
2026-01-26 18:40:00,Palani Road,151,17.48,Heavy,Rainy
2026-01-26 18:53:00,Oddanchatram Road,151,26.08,Heavy,Cloudy
2026-01-26 19:03:00,Palani Road,158,40.74,Jam,Rainy
2026-01-26 19:16:00,Begampur,42,23.22,Heavy,Clear
2026-01-26 19:21:00,Trichy Road,164,61.11,Moderate,Clear
2026-01-26 19:36:00,Palani Road,153,53.66,Moderate,Cloudy
2026-01-26 19:57:00,Dindigul Bus Stand,199,20.63,Heavy,Clear
2026-01-26 19:57:00,SPM Nagar,108,62.09,Free Flow,Cloudy
2026-01-26 20:17:00,Palani Road,92,39.73,Jam,Clear
2026-01-26 20:19:00,Trichy Road,73,60.23,Heavy,Cloudy
2026-01-26 20:35:00,Natham Road,103,65.95,Jam,Rainy
2026-01-26 20:47:00,Oddanchatram Road,153,22.36,Heavy,Cloudy
2026-01-26 20:49:00,Begampur,82,23.83,Jam,Rainy
2026-01-26 21:03:00,Palani Road,152,66.18,Free Flow,Cloudy
2026-01-26 21:05:00,Palani Road,133,33.36,Free Flow,Rainy
2026-01-26 21:22:00,SPM Nagar,29,60.35,Free Flow,Clear
2026-01-26 21:36:00,Trichy Road,69,21.11,Free Flow,Cloudy
2026-01-26 21:36:00,Nagalk Nagar,146,29.11,Heavy,Rainy
2026-01-26 21:40:00,Nagalk Nagar,23,34.11,Moderate,Clear
2026-01-26 21:49:00,Batlagundu Road,119,22.35,Jam,Cloudy
2026-01-26 22:02:00,Natham Road,79,26.25,Free Flow,Rainy
2026-01-26 22:16:00,Begampur,121,51.27,Heavy,Clear
2026-01-26 22:26:00,SPM Nagar,11,15.47,Moderate,Clear
2026-01-26 22:33:00,Oddanchatram Road,113,36.47,Jam,Rainy
2026-01-26 23:06:00,Palani Road,12,28.93,Jam,Cloudy
2026-01-26 23:07:00,Trichy Road,198,55.48,Jam,Cloudy
2026-01-26 23:28:00,Natham Road,89,34.37,Heavy,Cloudy
2026-01-26 23:29:00,SPM Nagar,153,55.56,Free Flow,Clear
2026-01-26 23:39:00,Oddanchatram Road,181,43.34,Moderate,Rainy
2026-01-26 23:39:00,Dindigul Bus Stand,75,18.16,Heavy,Rainy
2026-01-26 23:45:00,Trichy Road,147,65.06,Free Flow,Clear
2026-01-26 23:53:00,Nagalk Nagar,22,27.41,Heavy,Cloudy
2026-01-27 00:02:00,SPM Nagar,75,25.12,Heavy,Cloudy
2026-01-27 00:03:00,Palani Road,193,24.18,Free Flow,Rainy
2026-01-27 00:05:00,Palani Road,19,25.57,Jam,Cloudy
2026-01-27 00:11:00,Palani Road,124,24.83,Moderate,Cloudy
2026-01-27 00:20:00,RM Colony,87,63.74,Free Flow,Cloudy
2026-01-27 00:24:00,Natham Road,59,36.55,Heavy,Clear
2026-01-27 00:34:00,Batlagundu Road,74,35.23,Jam,Rainy
2026-01-27 00:42:00,Nagalk Nagar,43,62.28,Moderate,Clear
2026-01-27 00:46:00,Trichy Road,20,27.12,Moderate,Rainy
2026-01-27 00:51:00,Natham Road,151,36.27,Moderate,Rainy
2026-01-27 01:18:00,Trichy Road,41,63.49,Jam,Clear
2026-01-27 01:21:00,Nagalk Nagar,138,66.21,Heavy,Clear
2026-01-27 01:26:00,Trichy Road,118,36.81,Jam,Rainy
2026-01-27 01:39:00,Natham Road,128,50.6,Heavy,Clear
2026-01-27 02:04:00,SPM Nagar,39,48.28,Moderate,Clear
2026-01-27 02:08:00,Oddanchatram Road,13,32.98,Free Flow,Cloudy
2026-01-27 02:09:00,Begampur,108,51.33,Moderate,Clear
2026-01-27 02:15:00,Trichy Road,53,65.92,Jam,Cloudy
2026-01-27 02:30:00,Nagalk Nagar,194,35.87,Free Flow,Cloudy
2026-01-27 02:31:00,Batlagundu Road,191,61.2,Heavy,Rainy
2026-01-27 02:45:00,RM Colony,155,53.3,Jam,Clear
2026-01-27 02:47:00,Nagalk Nagar,41,58.91,Jam,Rainy
2026-01-27 02:49:00,Trichy Road,25,39.0,Free Flow,Cloudy
2026-01-27 02:56:00,Palani Road,133,27.1,Moderate,Clear
2026-01-27 02:57:00,Dindigul Bus Stand,93,42.56,Moderate,Clear
2026-01-27 02:58:00,Begampur,16,37.3,Free Flow,Cloudy
2026-01-27 03:05:00,Palani Road,80,64.44,Heavy,Rainy
2026-01-27 03:21:00,Natham Road,124,42.45,Moderate,Rainy
2026-01-27 03:22:00,Trichy Road,133,27.77,Jam,Clear
2026-01-27 03:31:00,Nagalk Nagar,17,26.43,Moderate,Cloudy
2026-01-27 03:47:00,RM Colony,198,22.64,Jam,Cloudy
2026-01-27 03:49:00,Dindigul Bus Stand,63,41.41,Moderate,Cloudy
2026-01-27 04:11:00,Dindigul Bus Stand,31,41.78,Jam,Cloudy
2026-01-27 04:13:00,RM Colony,60,20.25,Jam,Rainy
2026-01-27 04:17:00,SPM Nagar,111,33.62,Moderate,Clear
2026-01-27 04:42:00,SPM Nagar,104,60.51,Moderate,Rainy
2026-01-27 04:46:00,Palani Road,150,45.37,Moderate,Clear
2026-01-27 05:05:00,Natham Road,127,16.07,Moderate,Cloudy
2026-01-27 05:05:00,Dindigul Bus Stand,94,53.44,Moderate,Cloudy
2026-01-27 05:14:00,Batlagundu Road,58,52.67,Free Flow,Clear
2026-01-27 05:30:00,Oddanchatram Road,181,23.86,Heavy,Clear
2026-01-27 05:34:00,SPM Nagar,161,54.74,Heavy,Clear
2026-01-27 05:47:00,Oddanchatram Road,139,37.67,Jam,Cloudy
2026-01-27 06:04:00,Nagalk Nagar,47,34.84,Jam,Clear
2026-01-27 06:14:00,Trichy Road,62,41.14,Free Flow,Clear
2026-01-27 06:17:00,Begampur,180,35.81,Heavy,Clear
2026-01-27 06:17:00,Begampur,145,64.55,Moderate,Cloudy
2026-01-27 06:19:00,Trichy Road,23,43.93,Free Flow,Cloudy
2026-01-27 06:19:00,RM Colony,21,44.29,Free Flow,Cloudy
2026-01-27 06:20:00,Nagalk Nagar,71,45.01,Moderate,Rainy
2026-01-27 06:23:00,Palani Road,30,28.09,Moderate,Clear
2026-01-27 06:24:00,Palani Road,95,26.78,Jam,Cloudy
2026-01-27 06:40:00,SPM Nagar,135,33.51,Heavy,Clear
2026-01-27 06:41:00,Dindigul Bus Stand,51,47.52,Heavy,Clear
